tconst,title,genres,averagerating,numvotes,studio,domestic_gross,popularity,release_date,vote_average,vote_count,month,Adventure,Drama,Romance,Action,Crime,Sci-fi,Comedy,Family,Animation,Thriller,Mystery,Horror,Biography,History,Fantasy,Music,War,Sport
tt1053424,Repo Men,"['Action', 'Crime', 'Sci-Fi']",6.3,96144,Uni.,13800000.0,12.437000000000001,2010-03-19,6.2,976,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1053810,The Big Year,['Comedy'],6.2,39522,Fox,7200000.0,7.077000000000001,2011-10-14,5.8,393,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1067583,Water for Elephants,"['Drama', 'Romance']",6.9,105812,Fox,58700000.0,6.209,2011-04-22,6.9,1627,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1067774,Monte Carlo,"['Adventure', 'Comedy', 'Family']",5.8,38731,Fox,23200000.0,11.017000000000001,2011-07-01,6.2,1193,7,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tt1071875,Ghost Rider: Spirit of Vengeance,"['Action', 'Fantasy', 'Thriller']",4.3,103608,Sony,51800000.0,18.678,2011-12-10,4.8,2039,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
tt1074638,Skyfall,"['Action', 'Adventure', 'Thriller']",7.8,592221,Sony,304400000.0,19.27,2012-11-09,7.1,10441,11,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1075747,Jonah Hex,"['Action', 'Drama', 'Fantasy']",4.7,51860,WB,10500000.0,13.467,2010-06-18,4.6,708,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1077368,Dark Shadows,"['Comedy', 'Fantasy', 'Horror']",6.2,229818,WB,79700000.0,15.75,2012-05-11,5.9,4197,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
tt1085448,Lights Out,['Drama'],6.6,10,WB (NL),67300000.0,12.408,2016-07-22,6.3,2220,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1086772,Blended,"['Comedy', 'Romance']",6.5,106491,WB,46300000.0,10.613,2014-05-23,6.7,1709,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1091191,Lone Survivor,"['Action', 'Biography', 'Drama']",7.5,246641,Uni.,125100000.0,15.404000000000002,2013-12-24,7.4,2289,12,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1091821,Noah,['Animation'],5.6,223,Par.,101200000.0,0.6,2013-09-09,7.6,11,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt1092026,Paul,"['Adventure', 'Comedy', 'Sci-Fi']",7.0,220567,Uni.,37400000.0,15.234000000000002,2011-03-17,6.5,3017,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt1100089,Foxcatcher,"['Biography', 'Drama', 'Sport']",7.0,125954,SPC,12100000.0,12.169,2015-01-16,6.6,1407,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
tt1103153,Killers,"['Action', 'Comedy', 'Romance']",5.4,82237,LGF,47100000.0,10.221,2010-06-04,5.8,1314,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1109624,Paddington,"['Adventure', 'Comedy', 'Family']",7.2,84679,W/Dim.,76300000.0,13.565,2015-01-16,7.0,1904,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tt1111235,Trance,['Horror'],4.6,77,FoxS,2300000.0,9.571,2013-04-05,6.6,1348,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1120985,Blue Valentine,"['Drama', 'Romance']",7.4,170089,Wein.,9700000.0,8.994,2010-12-29,6.9,1677,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1121096,Seventh Son,"['Action', 'Adventure', 'Fantasy']",5.5,66565,Uni.,17200000.0,22.855999999999998,2015-02-06,5.3,1549,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1124035,The Ides of March,"['Drama', 'Thriller']",7.1,207417,Sony,41000000.0,10.127,2011-10-07,6.7,1405,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1126590,Big Eyes,"['Biography', 'Crime', 'Drama']",7.0,77447,Wein.,14500000.0,12.017000000000001,2014-12-25,7.0,2153,12,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1126618,Morning Glory,"['Comedy', 'Drama', 'Romance']",6.5,67367,Par.,31000000.0,10.595,2010-11-10,6.3,717,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1130884,Shutter Island,"['Mystery', 'Thriller']",8.1,1005960,Par.,128000000.0,18.06,2010-02-18,8.1,12625,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tt1133985,Green Lantern,"['Action', 'Adventure', 'Sci-Fi']",5.5,252281,WB,116600000.0,17.257,2011-06-17,5.1,4290,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1135084,Takers,"['Action', 'Crime', 'Thriller']",6.2,53377,SGem,57700000.0,8.969,2010-08-26,6.2,605,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1139328,The Ghost Writer,"['Drama', 'Mystery', 'Thriller']",7.2,148274,Sum.,15500000.0,7.829,2010-02-12,6.8,1135,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tt1142977,Frankenweenie,"['Animation', 'Comedy', 'Family']",7.0,89489,BV,35300000.0,14.627,2012-10-05,6.8,1685,10,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
tt1152398,Beastly,"['Drama', 'Fantasy', 'Romance']",5.6,72599,CBS,27900000.0,10.136000000000001,2011-03-04,6.1,1748,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1152830,The Joneses,"['Comedy', 'Drama']",6.9,87,RAtt.,1500000.0,6.4239999999999995,2010-04-16,6.2,312,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1155076,The Karate Kid,"['Action', 'Drama', 'Family']",6.2,146401,Sony,176600000.0,12.255999999999998,2010-06-10,6.3,3140,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt1161864,The Rite,"['Drama', 'Horror', 'Mystery']",6.0,85604,WB (NL),33000000.0,9.676,2011-01-28,5.9,994,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tt1164999,Biutiful,"['Drama', 'Romance']",7.5,80382,RAtt.,5100000.0,7.697,2010-12-28,7.2,546,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1170358,The Hobbit: The Desolation of Smaug,"['Adventure', 'Fantasy']",7.8,565563,WB (NL),258399999.0,21.275,2013-12-13,7.6,7739,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1175709,All Good Things,"['Crime', 'Drama', 'Mystery']",6.3,49684,Magn.,582000.0,7.871,2010-12-03,6.0,493,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tt1179034,From Paris with Love,"['Action', 'Crime', 'Thriller']",6.5,107079,LGF,24100000.0,12.862,2010-02-05,6.2,1075,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1179933,10 Cloverfield Lane,"['Drama', 'Horror', 'Mystery']",7.2,260383,Par.,72100000.0,17.892,2016-03-11,6.9,4629,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tt1181791,Black Death,"['Action', 'Adventure', 'Drama']",6.4,41103,Magn.,22600.0,9.818999999999999,2011-03-11,5.9,425,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1182350,You Will Meet a Tall Dark Stranger,"['Comedy', 'Drama', 'Romance']",6.3,41608,SPC,3200000.0,6.209,2010-05-23,5.8,431,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1189340,The Lincoln Lawyer,"['Crime', 'Drama', 'Thriller']",7.3,196109,LGF,58000000.0,11.812000000000001,2011-03-18,7.1,1525,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1192628,Rango,"['Adventure', 'Animation', 'Comedy']",7.2,215761,Par.,123500000.0,14.462,2011-03-03,6.6,3412,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt1194173,The Bourne Legacy,"['Action', 'Adventure', 'Thriller']",6.7,268678,Uni.,113200000.0,18.05,2012-08-10,6.1,3630,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1195478,The Five-Year Engagement,"['Comedy', 'Romance']",6.2,88469,Uni.,28800000.0,10.729000000000001,2012-04-27,5.8,742,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1196141,Diary of a Wimpy Kid,"['Comedy', 'Drama', 'Family']",6.2,38640,Fox,64000000.0,12.255999999999998,2010-03-19,6.0,736,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tt1198101,Kites,"['Action', 'Drama', 'Romance']",6.1,11353,Relbig.,1600000.0,6.058,2010-05-21,5.8,67,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1204340,Tyrannosaur,['Drama'],7.6,28454,Strand,22300.0,7.234,2011-11-18,7.4,213,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1204342,The Muppets,"['Adventure', 'Comedy', 'Family']",7.1,82752,BV,88600000.0,11.324000000000002,2011-11-23,6.6,831,11,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tt1204977,Ouija,"['Horror', 'Mystery', 'Thriller']",4.5,44054,Uni.,50900000.0,15.389000000000001,2014-10-24,5.1,1670,10,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
tt1205537,Jack Ryan: Shadow Recruit,"['Action', 'Drama', 'Thriller']",6.2,114913,Par.,50600000.0,11.061,2014-01-17,6.1,1687,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1206543,Out of the Furnace,"['Crime', 'Drama', 'Thriller']",6.8,99037,Rela.,11300000.0,9.139,2013-12-06,6.6,1077,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1210166,Moneyball,"['Biography', 'Drama', 'Sport']",7.6,326657,Sony,75600000.0,15.392999999999999,2011-09-22,7.1,2255,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
tt1210819,The Lone Ranger,"['Action', 'Adventure', 'Western']",6.4,208827,BV,89300000.0,12.482000000000001,2013-07-03,6.0,3789,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1211837,Doctor Strange,"['Action', 'Adventure', 'Fantasy']",7.5,514510,BV,232600000.0,33.035,2016-11-04,7.3,12582,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1211956,Escape Plan,"['Action', 'Crime', 'Mystery']",6.7,211587,LG/S,25100000.0,17.88,2013-10-18,6.7,2799,10,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tt1212419,Hereafter,"['Drama', 'Fantasy', 'Romance']",6.5,87288,WB,32700000.0,7.886,2010-10-22,5.9,848,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1213648,London Boulevard,"['Crime', 'Drama']",6.2,44610,IFC,16100.0,8.469,2010-11-12,5.9,409,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1213663,The World's End,"['Action', 'Comedy', 'Sci-Fi']",7.0,235308,Focus,26000000.0,12.719000000000001,2013-08-23,6.7,2990,8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt1214962,Seeking Justice,"['Action', 'Crime', 'Drama']",6.2,42846,Anch.,412000.0,14.262,2012-03-16,5.9,524,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1216475,Cars 2,"['Adventure', 'Animation', 'Comedy']",6.2,138914,BV,191500000.0,23.498,2011-06-16,5.9,4058,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt1216492,Leap Year,"['Comedy', 'Romance']",6.5,86125,Uni.,25900000.0,11.821,2010-01-08,6.7,990,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1217209,Brave,"['Adventure', 'Animation', 'Comedy']",7.1,338728,BV,237300000.0,0.6,2010-01-19,5.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt1219289,Limitless,"['Mystery', 'Sci-Fi', 'Thriller']",7.4,492490,Rela.,79200000.0,19.453,2011-03-08,7.1,6295,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,"['Action', 'Adventure', 'Animation']",7.0,73790,WB,55700000.0,10.754000000000001,2010-09-24,6.6,1223,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt1220634,Resident Evil: Afterlife,"['Action', 'Adventure', 'Horror']",5.9,153270,SGem,60100000.0,0.667,2010-09-10,5.9,2119,9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1226229,Get Him to the Greek,"['Adventure', 'Comedy', 'Music']",6.4,161653,Uni.,61000000.0,8.485,2010-06-04,5.9,980,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tt1226273,Edge of Darkness,"['Crime', 'Drama', 'Mystery']",6.6,84753,WB,43300000.0,11.252,2010-01-29,6.3,794,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tt1226753,The Debt,"['Drama', 'Thriller']",6.9,61046,Focus,31200000.0,12.697000000000001,2011-08-31,6.6,403,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1226837,Beautiful Boy,"['Biography', 'Drama']",7.3,30368,Anch.,77200.0,5.872000000000001,2011-06-03,6.0,47,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1228705,Iron Man 2,"['Action', 'Adventure', 'Sci-Fi']",7.0,657690,Par.,312400000.0,28.515,2010-05-07,6.8,12368,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1229238,Mission: Impossible - Ghost Protocol,"['Action', 'Adventure', 'Thriller']",7.4,428142,Par.,209400000.0,18.304000000000002,2011-12-21,7.0,6102,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1229340,Anchorman 2: The Legend Continues,['Comedy'],6.3,156116,Par.,125200000.0,12.08,2013-12-18,6.1,1408,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1229822,Jane Eyre,"['Drama', 'Romance']",7.4,74998,Focus,11200000.0,12.329,2011-03-11,7.1,758,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1231583,Due Date,"['Adventure', 'Comedy']",6.5,303523,WB,100500000.0,12.445,2010-11-04,6.3,2973,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1231587,Hot Tub Time Machine,"['Comedy', 'Sci-Fi']",6.4,153962,MGM,50300000.0,10.15,2010-03-26,6.0,1383,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt1232829,21 Jump Street,"['Action', 'Comedy', 'Crime']",7.2,477771,Sony,138400000.0,14.835999999999999,2012-03-12,6.8,6527,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1234654,Greenberg,"['Comedy', 'Drama', 'Romance']",6.1,33702,Focus,4200000.0,7.57,2010-03-26,5.9,280,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1235189,Wild Target,"['Action', 'Comedy', 'Crime']",6.8,33915,Free,109000.0,9.355,2010-10-29,6.4,356,10,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1235522,Broken City,"['Crime', 'Drama', 'Thriller']",6.2,71704,Fox,19700000.0,13.645999999999999,2013-01-18,5.9,814,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1235830,Chico & Rita,"['Animation', 'Crime', 'Drama']",7.2,7992,GK,351000.0,6.515,2012-02-10,6.8,77,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tt1240982,Your Highness,"['Adventure', 'Comedy', 'Fantasy']",5.5,92940,Uni.,21600000.0,0.6,2010-01-01,3.0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tt1242432,I Spit on Your Grave,"['Horror', 'Thriller']",6.3,68592,Anch.,93100.0,13.102,2010-10-08,6.3,977,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
tt1242460,We Need to Talk About Kevin,"['Drama', 'Mystery', 'Thriller']",7.5,123619,Osci.,1700000.0,11.964,2011-12-09,7.6,1306,12,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tt1242599,Bellflower,"['Action', 'Drama', 'Romance']",6.4,7321,Osci.,168000.0,5.377000000000001,2011-08-05,6.2,84,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1243957,The Tourist,"['Action', 'Adventure', 'Thriller']",6.0,206714,Sony,67600000.0,10.307,2010-12-10,6.1,3133,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1244754,Conviction,"['Biography', 'Crime', 'Drama']",7.2,39771,FoxS,6800000.0,7.51,2010-10-15,7.2,297,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1250777,Kick-Ass,"['Action', 'Comedy']",7.6,497363,LGF,48100000.0,13.08,2010-04-16,7.1,7540,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1253864,Immortals,"['Action', 'Drama', 'Fantasy']",6.0,152992,Rela.,83500000.0,14.774000000000001,2011-11-11,5.8,1431,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1258972,The Man with the Iron Fists,['Action'],5.4,58185,Uni.,15600000.0,15.457,2012-11-02,5.3,573,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1259521,The Cabin in the Woods,['Horror'],7.0,338445,LGF,42100000.0,15.335999999999999,2012-04-12,6.5,4185,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1262416,Scream 4,"['Horror', 'Mystery']",6.2,118779,W/Dim.,38200000.0,16.082,2011-04-11,6.2,1610,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tt1265990,The Roommate,"['Drama', 'Thriller']",4.9,33062,SGem,37300000.0,8.134,2011-02-04,5.4,406,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1270761,Don't Be Afraid of the Dark,"['Fantasy', 'Horror', 'Thriller']",5.6,44490,FD,24000000.0,8.405,2010-11-06,5.5,550,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
tt1273678,The Spy Next Door,"['Action', 'Comedy', 'Family']",5.5,36767,LGF,24300000.0,10.745999999999999,2010-01-15,5.7,650,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tt1274300,The Tempest,"['Comedy', 'Drama', 'Fantasy']",5.4,7073,Mira.,278000.0,6.3,2010-12-10,5.8,52,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tt1276104,Looper,"['Action', 'Crime', 'Drama']",7.4,500595,TriS,66500000.0,16.779,2012-09-28,6.8,6723,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1277953,Madagascar 3: Europe's Most Wanted,"['Adventure', 'Animation', 'Comedy']",6.8,146858,P/DW,216400000.0,18.705,2012-06-08,6.5,3380,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt1279935,Date Night,"['Comedy', 'Crime', 'Romance']",6.3,144683,Fox,98700000.0,12.498,2010-04-08,6.0,1743,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1282140,Easy A,"['Comedy', 'Drama', 'Romance']",7.1,330125,SGem,58400000.0,14.69,2010-09-17,6.8,4168,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1284575,Bad Teacher,"['Comedy', 'Romance']",5.7,181189,Sony,100300000.0,13.549000000000001,2011-06-19,5.5,2894,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1285016,The Social Network,"['Biography', 'Drama']",7.7,568578,Sony,97000000.0,15.889000000000001,2010-10-01,7.2,6116,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1285241,Don 2,"['Action', 'Crime', 'Thriller']",7.1,46503,Relbig.,3700000.0,6.867999999999999,2011-12-23,7.1,97,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1287468,Cats & Dogs: The Revenge of Kitty Galore,"['Action', 'Comedy', 'Family']",4.3,12642,WB,43600000.0,10.544,2010-07-30,4.9,273,7,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tt1291584,Warrior,"['Drama', 'Sport']",8.2,403755,LGF,13700000.0,15.478,2011-09-09,7.8,2189,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt1294226,The Last Song,"['Drama', 'Music', 'Romance']",6.0,74914,BV,63000000.0,9.237,2010-03-31,7.2,2199,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1294688,Last Night,"['Drama', 'Romance']",6.6,44728,Trib.,99000.0,8.244,2010-09-18,6.1,444,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1298649,The Watch,"['Action', 'Comedy', 'Horror']",5.7,115757,Fox,35400000.0,10.228,2012-07-27,5.4,1356,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt1298650,Pirates of the Caribbean: On Stranger Tides,"['Action', 'Adventure', 'Fantasy']",6.6,447624,BV,241100000.0,30.579,2011-05-20,6.4,8571,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1302011,Kung Fu Panda 2,"['Action', 'Adventure', 'Animation']",7.2,228465,P/DW,165200000.0,17.363,2011-05-25,6.7,3628,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt1305583,Our Family Wedding,"['Comedy', 'Romance']",4.9,6417,FoxS,20300000.0,5.025,2010-03-12,5.5,57,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1305591,Mars Needs Moms,"['Adventure', 'Animation', 'Family']",5.4,19823,BV,21400000.0,8.852,2011-03-11,5.7,299,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
tt1306980,50/50,"['Comedy', 'Drama', 'Romance']",7.7,300475,Sum.,35000000.0,12.450999999999999,2011-09-30,7.1,2111,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1307068,Seeking a Friend for the End of the World,"['Adventure', 'Comedy', 'Drama']",6.7,102047,Focus,7100000.0,8.092,2012-06-22,6.4,1108,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1308729,Bullet to the Head,"['Action', 'Crime', 'Thriller']",5.7,44816,WB,9500000.0,17.574,2013-02-01,5.4,681,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1311071,Kill Your Darlings,"['Biography', 'Drama', 'Romance']",6.5,32625,SPC,1000000.0,7.296,2013-10-16,7.2,847,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1316622,Wrecked,"['Adventure', 'Drama', 'Mystery']",5.3,14324,IFC,8000.0,4.685,2011-04-01,5.4,156,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt1318514,Rise of the Planet of the Apes,"['Action', 'Drama', 'Sci-Fi']",7.6,473020,Fox,176800000.0,22.995,2011-08-04,7.2,7259,8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1319716,It's a Wonderful Afterlife,"['Comedy', 'Drama', 'Fantasy']",5.4,1361,UTV,,1.3319999999999999,2010-10-08,4.6,12,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tt1320253,The Expendables,"['Action', 'Adventure', 'Thriller']",6.5,307897,LGF,103100000.0,21.517,2010-08-03,6.1,4647,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1320261,Gulliver's Travels,"['Adventure', 'Comedy', 'Family']",4.9,61178,Fox,42800000.0,10.767999999999999,2010-12-25,5.1,1282,12,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tt1321870,Gangster Squad,"['Action', 'Crime', 'Drama']",6.7,195560,WB,46000000.0,13.029000000000002,2013-01-11,6.3,2527,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1322269,August: Osage County,"['Comedy', 'Drama']",7.2,79383,Wein.,37700000.0,9.586,2013-12-27,6.9,843,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1322312,Going the Distance,"['Comedy', 'Romance']",6.3,54421,WB (NL),17800000.0,8.281,2010-09-03,6.0,394,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1323045,Frozen,"['Adventure', 'Drama', 'Sport']",6.2,62311,BV,400700000.0,9.677999999999999,2010-02-05,5.8,987,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt1323594,Despicable Me,"['Animation', 'Comedy', 'Family']",7.7,464511,Uni.,251500000.0,23.673000000000002,2010-07-09,7.2,10057,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
tt1325004,The Twilight Saga: Eclipse,"['Adventure', 'Drama', 'Fantasy']",5.0,211733,Sum.,300500000.0,20.34,2010-06-23,6.0,4909,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1327194,The Lucky One,"['Drama', 'Romance']",6.5,94359,WB,60500000.0,13.14,2012-04-20,6.9,2012,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1333125,Movie 43,['Comedy'],4.3,92980,Rela.,8800000.0,12.812999999999999,2013-01-25,4.4,1332,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1334260,Never Let Me Go,"['Drama', 'Romance', 'Sci-Fi']",7.1,130084,FoxS,2400000.0,10.012,2010-09-15,6.8,1294,9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1335975,47 Ronin,"['Action', 'Adventure', 'Drama']",6.3,135754,Uni.,38400000.0,25.049,2013-12-25,6.0,2080,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1341167,Four Lions,"['Comedy', 'Crime', 'Drama']",7.3,66209,Drft.,305000.0,9.968,2010-11-05,7.0,621,11,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1341188,How Do You Know,"['Comedy', 'Drama', 'Romance']",5.4,41072,Sony,30200000.0,6.752999999999999,2010-12-17,5.1,453,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
